id,WeightKg,WeightPounds,BMI,totalCalories,totalDistance,totalSteps
1927972279,133.5,294.32,47.54000092,2045194,590.09999446570873,852000
8877689391,85.8,189.16,25.68000031,3229549,12287.999918460846,14917230
4558609924,70.3,154.98,27.45999908,1158656,2677.5000081062317,4050063
2873212765,57.3,126.32,21.69000053,517142,1265.1999893188477,1873832
1503960366,52.6,115.96,22.64999962,254541,968.399995803833,1502476
6962181067,62.5,137.79,24.38999939,1327575,4083.200016021729,6072780
5577150313,90.7,199.96,28.0,2864580,5032.7999768257141,6726591
4319703577,72.4,159.61,27.45000076,1396798,3033.1999891623855,4506680
